window-event,window-open,indoor-temp,outdoor-temp,sin_minutes_of_day,cos_minutes_of_day,sin_day_of_year,cos_day_of_year,date_time,temp_diff,rolling_mean_indoor_temp,rolling_std_indoor_temp,rolling_mean_outdoor_temp,rolling_std_outdoor_temp,rolling_mean_temp_diff,rolling_std_temp_diff,lagged_indoor_temp,lagged_outdoor_temp
False,True,2.0910387148675325,2.669273937000842,-0.9862856015372313,-0.16504760586067815,0.9829265519799822,-0.18399835165768005,2025-04-13 17:22:00,-1.973046481456278,2.0983912692903903,-0.6723856036877812,2.671341090296787,-0.4065356193325463,-1.9750317549103837,-0.8026891243148518,2.0910503641248974,2.6692115759828203
False,True,2.0910387148675325,2.669273937000842,-0.9869963665602319,-0.160742565603826,0.9829265519799822,-0.18399835165768005,2025-04-13 17:23:00,-1.973046481456278,2.0983912692903903,-0.6723856036877812,2.671341090296787,-0.4065356193325463,-1.9750317549103837,-0.8026891243148518,2.0910503641248974,2.6692115759828203
False,True,2.0910387148675325,2.669273937000842,-0.9876883405951377,-0.15643446504023104,0.9829265519799822,-0.18399835165768005,2025-04-13 17:24:00,-1.973046481456278,2.0983912692903903,-0.6723856036877812,2.671341090296787,-0.4065356193325463,-1.9750317549103837,-0.8026891243148518,2.0910503641248974,2.6692115759828203
False,True,2.0910387148675325,2.669273937000842,-0.9890158633619168,-0.14780941112961046,0.9829265519799822,-0.18399835165768005,2025-04-13 17:26:00,-1.973046481456278,2.0983912692903903,-0.6723856036877812,2.671341090296787,-0.4065356193325463,-1.9750317549103837,-0.8026891243148518,2.0910503641248974,2.6692115759828203
False,True,2.0910387148675325,2.669273937000842,-0.9902680687415704,-0.13917310096006494,0.9829265519799822,-0.18399835165768005,2025-04-13 17:28:00,-1.973046481456278,2.0983912692903903,-0.6723856036877812,2.671341090296787,-0.4065356193325463,-1.9750317549103837,-0.8026891243148518,2.0910503641248974,2.6692115759828203
True,True,2.160606118346038,2.3808351536423342,-0.9914448613738104,-0.13052619222005163,0.9829265519799822,-0.18399835165768005,2025-04-13 17:30:00,-1.6563566244372496,2.1123533580231753,-0.24994514610380766,2.6136163944382167,4.507620067232494,-1.9116411701195084,3.6359823194550818,2.0910503641248974,2.6692115759828203
False,True,2.160606118346038,2.3808351536423342,-0.992004949679715,-0.12619896913583006,0.9829265519799822,-0.18399835165768005,2025-04-13 17:31:00,-1.6563566244372496,2.126315446755955,-0.15500381979350114,2.5558916985796465,5.6120513550077975,-1.8482505853286326,4.633550962234674,2.160621559540678,2.380781134936102
False,True,2.160606118346038,2.3808351536423342,-0.9925461516413221,-0.12186934340514717,0.9829265519799822,-0.18399835165768005,2025-04-13 17:32:00,-1.6563566244372496,2.1402775354887393,-0.15500381979351643,2.4981670027210763,5.612051355007805,-1.7848600005377573,4.633550962234674,2.160621559540678,2.380781134936102
False,True,2.160606118346038,2.3808351536423342,-0.9930684569549263,-0.1175373974578376,0.9829265519799822,-0.18399835165768005,2025-04-13 17:33:00,-1.6563566244372496,2.1542396242215243,-0.24994514610386395,2.440442306862506,4.507620067232502,-1.7214694157468815,3.6359823194550818,2.160621559540678,2.380781134936102
False,True,2.160606118346038,2.3808351536423342,-0.9935718556765875,-0.11320321376790694,0.9829265519799822,-0.18399835165768005,2025-04-13 17:34:00,-1.6563566244372496,2.168201712954309,-0.6723856036877812,2.382717611003936,-0.4065356193325463,-1.6580788309560062,-0.8026891243148518,2.160621559540678,2.380781134936102
False,True,2.160606118346038,2.3808351536423342,-0.9940563382223195,-0.10886687485196507,0.9829265519799822,-0.18399835165768005,2025-04-13 17:35:00,-1.6563566244372496,2.168201712954309,-0.6723856036877812,2.382717611003936,-0.4065356193325463,-1.6580788309560062,-0.8026891243148518,2.160621559540678,2.380781134936102
False,True,2.160606118346038,2.3808351536423342,-0.9945218953682734,-0.10452846326765336,0.9829265519799822,-0.18399835165768005,2025-04-13 17:36:00,-1.6563566244372496,2.168201712954309,-0.6723856036877812,2.382717611003936,-0.4065356193325463,-1.6580788309560062,-0.8026891243148518,2.160621559540678,2.380781134936102
False,True,2.160606118346038,2.3808351536423342,-0.9949685182509117,-0.10018806161207644,0.9829265519799822,-0.18399835165768005,2025-04-13 17:37:00,-1.6563566244372496,2.168201712954309,-0.6723856036877812,2.382717611003936,-0.4065356193325463,-1.6580788309560062,-0.8026891243148518,2.160621559540678,2.380781134936102
True,True,2.160606118346038,2.3808351536423342,-0.9958049275746618,-0.0915016186634022,0.9829265519799822,-0.18399835165768005,2025-04-13 17:39:00,-1.6563566244372496,2.168201712954309,-0.6723856036877812,2.382717611003936,-0.4065356193325463,-1.6580788309560062,-0.8026891243148518,2.160621559540678,2.380781134936102
False,True,2.160606118346038,2.3808351536423342,-0.9961946980917455,-0.08715574274765825,0.9829265519799822,-0.18399835165768005,2025-04-13 17:40:00,-1.6563566244372496,2.168201712954309,-0.6723856036877812,2.382717611003936,-0.4065356193325463,-1.6580788309560062,-0.8026891243148518,2.160621559540678,2.380781134936102
False,True,2.160606118346038,2.3808351536423342,-0.9965655024977614,-0.08280820751220469,0.9829265519799822,-0.18399835165768005,2025-04-13 17:41:00,-1.6563566244372496,2.168201712954309,-0.6723856036877812,2.382717611003936,-0.4065356193325463,-1.6580788309560062,-0.8026891243148518,2.160621559540678,2.380781134936102
False,True,2.160606118346038,2.3808351536423342,-0.996917333733128,-0.07845909572784557,0.9829265519799822,-0.18399835165768005,2025-04-13 17:42:00,-1.6563566244372496,2.168201712954309,-0.6723856036877812,2.382717611003936,-0.4065356193325463,-1.6580788309560062,-0.8026891243148518,2.160621559540678,2.380781134936102
